Material composition,O p-band center (eV),Predicted Log k* (cm/s),Bandgap (eV),Charge transfer gap (eV),Energy above convex hull (meV/atom),Formation energy (eV/atom)
Y2Sr2Ba6O24Fe6,-1.212,-2.3008,0,0,33.18389082,-1.743878119
Y4Sr2Ba6O24Fe4,-1.323,-2.6722,0,0,56.68379617,-1.970720075
Fe7Sr4Ba4O24Al1,-1.254,-2.4413,0,0,48.59303903,-1.605047529
Fe6Sr4Ba4O24Al2,-1.25,-2.428,0,0,75.85284451,-1.684719089
Fe4Sr4Ba4O24Al4,-1.208,-2.2874,0,1.92,131.6714142,-1.841957209
O24Sr4Ba4Ga1Fe7,-1.208,-2.2874,0,0.295,48.8429076,-1.534652211
O24Sr4Ba4Ga2Fe6,-1.154,-2.1068,0,0.331,75.98358167,-1.544297452
O24Sr4Ba4Ga4Fe4,-1.029,-1.6885,0,1.435,133.6354298,-1.560217436
Fe7Sr4Ba4O24In1,-1.246,-2.4146,0,0.33,41.58359043,-1.51221588
Fe6Sr4Ba4O24In2,-1.171,-2.1636,0,0.329,58.54469733,-1.502345042
Fe4Sr4Ba4O24In4,-0.985,-1.5413,0,0,94.26357859,-1.479194615
Sc1Sr4Ba4O24Fe7,-1.306,-2.6153,0,0.328,27.21757246,-1.647651896
Sc2Sr4Ba4O24Fe6,-1.299,-2.5919,0,0,32.77341137,-1.770256324
Sc4Sr4Ba4O24Fe4,-1.224,-2.341,0,0,58.37804795,-2.00016618
Y1Sr4Ba4O24Fe7,-1.308,-2.622,0,0,42.90435228,-1.631283072
Y2Sr4Ba4O24Fe6,-1.256,-2.448,0,0,51.27623451,-1.748597925
Y4Sr4Ba4O24Fe4,-1.404,-2.9432,0,0,77.59338173,-1.971635882
Ni7Ba8O24Al1,-0.901,-1.2603,0,0,161.5631838,-0.994197434
Ni6Ba8O24Al2,-0.932,-1.364,0,0,173.7300281,-1.15531517
Ni4Ba8O24Al4,-0.995,-1.5748,0,2.925,205.0752168,-1.470539142
O24Ni7Ba8Ga1,-0.862,-1.1298,0,0.863,162.5902234,-0.924298866
O24Ni6Ba8Ga2,-0.856,-1.1097,0.123,0.903,176.4336074,-1.014868533
O24Ni4Ba8Ga4,-0.688,-0.5476,0,1.971,234.9378754,-1.165190369
Ni7Ba8O24In1,-0.873,-1.1666,0,0.861,149.5409651,-0.904085535
Ni6Ba8O24In2,-0.793,-0.8989,0,0.895,187.8485908,-0.936928373
Ni4Ba8O24In4,-0.788,-0.8822,0,0,147.3368421,-1.119741048
Sc1Ni7Ba8O24,-0.974,-1.5045,0.122,0.815,135.8400834,-1.037992801
Sc2Ni6Ba8O24,-1.001,-1.5948,0,0,121.5535774,-1.243636155
Sc4Ni4Ba8O24,-1.013,-1.635,0,0,102.1123153,-1.645791113
Y1Ni7Ba8O24,-0.949,-1.4209,0,0.735,140.2188284,-1.029507227
Y2Ni6Ba8O24,-0.948,-1.4175,0,0.122,124.0178174,-1.232958256
Y4Ni4Ba8O24,-0.843,-1.0662,0,1.126,95.20604545,-1.636270065
Sr8Al1O24Ni7,-1.156,-2.1134,0,0,173.385595,-1.07990791
Sr8Al2O24Ni6,-1.177,-2.1837,0,0,174.9090686,-1.245141396
Sr8Al4O24Ni4,-1.23,-2.361,0,0,211.3352658,-1.542229118
Sr8O24Ga1Ni7,-1.104,-1.9395,0,0.205,178.3690492,-1.002795842
Sr8O24Ga2Ni6,-1.082,-1.8659,0.164,0,184.2159769,-1.091577259
Sr8O24Ga4Ni4,-1.058,-1.7856,0,0,197.1763324,-1.267873595
Sr8Ni7O24In1,-1.102,-1.9328,0,0,188.271436,-0.966408761
Sr8Ni6O24In2,-1.053,-1.7688,0,0,198.0135006,-1.024810349
Sr8Ni4O24In4,-0.953,-1.4342,0,0,210.6166298,-1.148494524
Sc1Sr8O24Ni7,-1.182,-2.2004,0,0.123,160.4567269,-1.114213777
Sc2Sr8O24Ni6,-1.174,-2.1737,0,0,146.5520823,-1.316252381
Sc4Sr8O24Ni4,-1.116,-1.9796,0,1.044,113.5272932,-1.725545089
Y1Sr8O24Ni7,-1.141,-2.0633,0,0,184.7792922,-1.087775953
Y2Sr8O24Ni6,-1.084,-1.8725,0,0,185.414463,-1.273159482
Y4Sr8O24Ni4,-0.982,-1.5313,0,1.324,167.3248046,-1.663286541
Sr2Ni7Ba6O24Al1,-0.959,-1.4543,0,0.657,170.2927543,-1.01148299
Sr2Ni6Ba6O24Al2,-0.991,-1.5614,0,0.656,182.1018486,-1.172958476
Sr2Ni4Ba6O24Al4,-1.052,-1.7655,0,2.967,211.26796,-1.484623948
O24Sr2Ba6Ga1Ni7,-0.924,-1.3372,0,0,172.7545439,-0.940149672
O24Sr2Ba6Ga2Ni6,-0.911,-1.2937,0,0.78,187.2071779,-1.03011009
O24Sr2Ba6Ga4Ni4,-0.71,-0.6212,0,1.683,236.8619135,-1.182735676
Sr2Ni7Ba6O24In1,-0.926,-1.3439,0,0,163.4092856,-0.916232342
Sr2Ni6Ba6O24In2,-0.909,-1.287,0,0.695,163.7939113,-0.986998179
Sr2Ni4Ba6O24In4,-0.819,-0.9859,0,0,165.1274126,-1.127965604
Sc1Sr2Ba6O24Ni7,-1.028,-1.6852,0,0.654,146.5521539,-1.053295858
Sc2Sr2Ba6O24Ni6,-1.047,-1.7488,0,0.571,133.3121479,-1.257892712
Sc4Sr2Ba6O24Ni4,-1.052,-1.7655,0,0.241,111.3841358,-1.662534419
Y1Sr2Ba6O24Ni7,-1.001,-1.5948,0,0.572,154.6728989,-1.041068283
Y2Sr2Ba6O24Ni6,-0.985,-1.5413,0,0,142.9333879,-1.240057813
Y4Sr2Ba6O24Ni4,-0.957,-1.4476,0,0.805,115.4078659,-1.642083371
Sr4Ni7Ba4O24Al1,-1.031,-1.6952,0,0.493,181.3875748,-1.026403297
Sr4Ni6Ba4O24Al2,-1.058,-1.7856,0,0,192.1286691,-1.188946783
Sr4Ni4Ba4O24Al4,-1.122,-1.9997,0,3.052,218.0742031,-1.498095255
O24Sr4Ba4Ga1Ni7,-0.99,-1.558,0,0.575,185.5431144,-0.953376229
O24Sr4Ba4Ga2Ni6,-0.967,-1.4811,0,0.615,200.3919984,-1.042940396
O24Sr4Ba4Ga4Ni4,-0.942,-1.3974,0,1.6,220.4087016,-1.218658232
Sr4Ni7Ba4O24In1,-0.991,-1.5614,0,0,179.7103561,-0.925946398
Sr4Ni6Ba4O24In2,-0.959,-1.4543,0,0.49,184.7877318,-0.992019486
Sr4Ni4Ba4O24In4,-0.868,-1.1499,0,0,189.9986517,-1.125100411
Sc1Sr4Ba4O24Ni7,-1.089,-1.8893,0,0.532,159.7872244,-1.066075914
Sc2Sr4Ba4O24Ni6,-1.099,-1.9227,0,0,147.4834684,-1.269736518
Sc4Sr4Ba4O24Ni4,-1.095,-1.9094,0,0.443,122.3709563,-1.677562726
Y1Sr4Ba4O24Ni7,-1.052,-1.7655,0,0,171.6039694,-1.05015234
Y2Sr4Ba4O24Ni6,-1.027,-1.6818,0,0,163.9822084,-1.245024119
Y4Sr4Ba4O24Ni4,-0.925,-1.3406,0,1.166,137.4066864,-1.646099678
Sr8Nb1Co7O24,-1.717,-3.9904,0,0,54.91523627,-1.449676516
Sr8Nb2Co6O24,-1.785,-4.218,0,0.135,33.28049783,-1.651436733
Sr8Nb4Co4O24,-1.703,-3.9436,0.45,0.584,0,-2.048177168
Sr8Nb6Co2O24,-4.156,-12.1508,0,0,30.77112483,-2.314134853
Sr8Nb7Co1O24,-4.221,-12.3683,0,0,29.88706053,-2.37395707
Ba8Fe8O24,-1.149,-2.09,0,0,77.38602769,-1.425266106
Ba8Co8O24,-1.57,-3.4986,0,0,124.5421108,-1.171894073
Ba8Fe7Co1O24,-1.154,-2.1068,0,0,91.46208074,-1.39368657
Ba8Fe6Co2O24,-1.179,-2.1904,0,0,108.5373838,-1.359107785
Ba8Fe4Co4O24,-1.344,-2.7425,0,0,123.9359671,-1.292155214
Ba8Mn8O24,-1.264,-2.4748,0,0,159.4035459,-1.534232156
Ba8Mn1Fe7O24,-1.145,-2.0766,0,0,83.56862417,-1.445245331
Ba8Mn2Fe6O24,-1.082,-1.8659,0,0.147,90.60897065,-1.464366806
Ba8Mn4Fe4O24,-1.101,-1.9294,0,0.441,100.8156636,-1.506483756
Ba8Ni8O24,-1.054,-1.7722,0,0,271.3193394,-0.711156698
Ba8Fe7Ni1O24,-1.07,-1.8257,0,0.202,114.7543401,-1.32761068
Ba8Fe6Ni2O24,-1.112,-1.9662,0,0.528,137.4796526,-1.244598254
Ba8Fe4Ni4O24,-1.032,-1.6986,0,0,174.0602775,-1.087443402
Ba2Sr6Co8O24,-1.725,-4.0172,0,0,106.7457587,-1.210712992
Ba2Sr6Fe7Co1O24,-1.43,-3.0302,0,0,113.0606437,-1.43325399
Ba2Sr6Fe6Co2O24,-1.457,-3.1205,0,0,105.7221796,-1.410678704
Ba2Sr6Fe4Co4O24,-1.588,-3.5588,0,0,109.488956,-1.340597884
Ba2Sr6Mn8O24,-1.481,-3.2008,0,0.13,113.8862036,-1.597024575
Ba2Sr6Mn1Fe7O24,-1.377,-2.8529,0,0,102.7754203,-1.49147175
Ba2Sr6Mn2Fe6O24,-1.33,-2.6956,0,0.183,96.03603838,-1.519664725
Ba2Sr6Mn4Fe4O24,-1.299,-2.5919,0,0.769,86.69975106,-1.563023425
Ba2Sr6Ni8O24,-1.405,-2.9465,0,0,258.8280509,-0.801693367
Ba2Sr6Fe7Ni1O24,-1.326,-2.6822,0,0,110.2858358,-1.399373849
Ba2Sr6Fe6Ni2O24,-1.256,-2.448,0,0,135.9544601,-1.314627173
Ba2Sr6Fe4Ni4O24,-1.249,-2.4246,0,0,183.2712842,-1.143708571
Ba4Sr4Co8O24,-1.666,-3.8198,0,0,122.3160428,-1.188135186
Ba4Sr4Fe7Co1O24,-1.288,-2.5551,0,0,117.2470591,-1.411828183
Ba4Sr4Fe6Co2O24,-1.369,-2.8261,0,0,117.2491681,-1.385657648
Ba4Sr4Fe4Co4O24,-1.474,-3.1774,0,0,126.79849,-1.316280827
Ba4Sr4Mn8O24,-1.428,-3.0235,0,0.195,137.791901,-1.567360519
Ba4Sr4Mn1Fe7O24,-1.288,-2.5551,0,0,97.91858002,-1.474952444
Ba4Sr4Mn2Fe6O24,-1.247,-2.4179,0,0.146,104.3729715,-1.494398919
Ba4Sr4Mn4Fe4O24,-1.227,-2.351,0,0.658,104.2442075,-1.537434869
Ba4Sr4Ni8O24,-1.172,-2.167,0,0,296.6302304,-0.737876061
Ba4Sr4Fe7Ni1O24,-1.263,-2.4714,0,0,113.0921079,-1.374539043
Ba4Sr4Fe6Ni2O24,-1.18,-2.1937,0,0,137.583441,-1.290163617
Ba4Sr4Fe4Ni4O24,-1.188,-2.2205,0,0,184.9014486,-1.120253015
Ca8Co8O24,-2.149,-5.4358,0,0,188.5147126,-1.190068881
Ca8Fe7Co1O24,-1.929,-4.6997,0,0,184.5913156,-1.420641128
Ca8Fe6Co2O24,-1.944,-4.7499,0,0,185.6616938,-1.387192343
Ca8Fe4Co4O24,-2.013,-4.9808,0,0,183.1512,-1.324946022
Ca8Mn8O24,-1.873,-4.5124,0,0,164.6603909,-1.592352964
Ca8Mn1Fe7O24,-1.852,-4.4421,0,0,185.0512754,-1.467484889
Ca8Mn2Fe6O24,-1.829,-4.3652,0,0,171.4903633,-1.495971114
Ca8Mn4Fe4O24,-1.766,-4.1544,0,1.173,156.0270392,-1.541285064
Ca8Ni8O24,-1.719,-3.9971,0,0,397.2399654,-0.781123256
Ca8Fe7Ni1O24,-1.789,-4.2313,0,0,208.0356581,-1.374705988
Ca8Fe6Ni2O24,-1.753,-4.1109,0,0,237.5833788,-1.290289062
Ca8Fe4Ni4O24,-1.802,-4.2748,0,0,291.0990733,-1.12196146
Sr6Ca2Fe8O24,-1.645,-3.7495,0,0.11,112.2873863,-1.489407165
Sr6Ca2Co8O24,-1.787,-4.2246,0,0,111.0667217,-1.226928882
Sr6Ca2Fe7Co1O24,-1.547,-3.4217,0,0,117.1405144,-1.452175629
Sr6Ca2Fe6Co2O24,-1.633,-3.7094,0,0,115.5943926,-1.421343344
Sr6Ca2Fe4Co4O24,-1.763,-4.1443,0,0,117.1431689,-1.353480523
Sr6Ca2Mn8O24,-1.639,-3.7295,0,0,113.5014987,-1.616491965
Sr6Ca2Mn1Fe7O24,-1.537,-3.3882,0,0.109,110.8647179,-1.50983414
Sr6Ca2Mn2Fe6O24,-1.526,-3.3514,0,0.218,109.2972995,-1.530405865
Sr6Ca2Mn4Fe4O24,-1.486,-3.2176,0,0.945,98.78441841,-1.574746065
Sr6Ca2Ni8O24,-1.528,-3.3581,0,0,298.2457074,-0.811247507
Sr6Ca2Fe7Ni1O24,-1.496,-3.251,0,0.122,135.9554827,-1.409601489
Sr6Ca2Fe6Ni2O24,-1.441,-3.067,0,0,162.4190808,-1.324463563
Sr6Ca2Fe4Ni4O24,-1.413,-2.9733,0,0,216.1221946,-1.153387211
Sr4Ca4Fe8O24,-1.733,-4.044,0,0,138.5829033,-1.475083748
Sr4Ca4Co8O24,-1.948,-4.7633,0,0,145.3104687,-1.206214465
Sr4Ca4Fe7Co1O24,-1.744,-4.0808,0,0,140.3647815,-1.440923462
Sr4Ca4Fe6Co2O24,-1.737,-4.0574,0,0,141.9656596,-1.406944177
Sr4Ca4Fe4Co4O24,-1.82,-4.3351,0,0,144.1111659,-1.340041856
Sr4Ca4Mn8O24,-1.714,-3.9804,0,0,136.8085209,-1.605584048
Sr4Ca4Mn1Fe7O24,-1.637,-3.7228,0,0,137.369485,-1.495301473
Sr4Ca4Mn2Fe6O24,-1.619,-3.6626,0,0.217,135.3693166,-1.516305948
Sr4Ca4Mn4Fe4O24,-1.568,-3.4919,0,1.01,121.6924192,-1.560998898
Sr4Ca4Ni8O24,-1.587,-3.5555,0,0,335.3212934,-0.79712859
Sr4Ca4Fe7Ni1O24,-1.582,-3.5388,0,0,163.497124,-1.395300322
Sr4Ca4Fe6Ni2O24,-1.536,-3.3848,0,0,191.3145963,-1.310076896
Sr4Ca4Fe4Ni4O24,-1.517,-3.3213,0,0,244.7175423,-1.139325294
La2Sr6Cr2Fe6O24,-2.002,-4.944,0,0,89.81673775,-1.722994502
Sr8Co8O24,-1.78,-4.2012,0,0,91.26697472,-1.233199299
Sr8Fe7Co1O24,-1.536,-3.3848,0,0,87.6081324,-1.468957296
Sr8Fe6Co2O24,-1.551,-3.435,0,0,88.68589559,-1.434722511
Sr8Fe4Co4O24,-1.646,-3.7529,0,0,93.74817197,-1.36334619
Sr8Mn8O24,-1.539,-3.3949,0,0,90.74875619,-1.625920382
Sr8Mn1Fe7O24,-1.436,-3.0503,0,0.11,82.87910056,-1.523854557
Sr8Mn2Fe6O24,-1.428,-3.0235,0,0.147,79.8648319,-1.543880032
Sr8Mn4Fe4O24,-1.392,-2.9031,0,0.881,69.77529458,-1.587991982
Sr8Ni8O24,-1.467,-3.154,0,0,263.5433714,-0.822993174
Sr8Fe7Ni1O24,-1.421,-3.0001,0,0.122,107.7834261,-1.423252406
Sr8Fe6Ni2O24,-1.382,-2.8696,0,0.123,134.354983,-1.33799423
Sr8Fe4Ni4O24,-1.393,-2.9064,0,0,182.6131197,-1.166192128
Ba1Sr7V8O24,-2.751,-7.45,0.68,0.72,29.74770732,-2.113334555
Ba2Sr6V8O24,-2.676,-7.1991,0.68,0.72,42.13350699,-2.100668277
Ba4Sr4V8O24,-2.549,-6.7741,0.72,0.76,66.96310632,-2.075277721
Sr7Ca1V8O24,-2.866,-7.8348,0.677,0.717,37.14261864,-2.118521
Sr6Ca2V8O24,-2.966,-8.1693,0.674,0.674,56.51132963,-2.111453167
Sr4Ca4V8O24,-3.094,-8.5976,0.631,0.67,66.99094092,-2.0970575
Sr7Dy1V8O24,-3.061,-8.4872,0.319,0.359,33.31987295,-2.157340486
Sr6Dy2V8O24,-3.078,-8.5441,0.437,0.477,44.18158824,-2.193776388
Sr4Dy4V8O24,-3.88,-11.2274,0.39,0.43,183.4755188,-2.149077693
Sr7Gd1V8O24,-3.062,-8.4905,0.556,0.596,28.61719851,-2.155507872
Sr6Gd2V8O24,-3.127,-8.708,0.475,0.514,36.36673937,-2.18852066
Sr4Gd4V8O24,-3.786,-10.9129,0,0,290.2215711,-2.016190486
Sr7Ho1V8O24,-3.05,-8.4504,0.32,0.36,34.82219739,-2.156388771
Sr6Ho2V8O24,-3.002,-8.2898,0.518,0.518,46.91723712,-2.192141959
Sr4Ho4V8O24,-3.907,-11.3177,0.39,0.429,197.6100666,-2.137145585
Sr7La1V8O24,-3.41,-9.6549,0.159,0.198,21.55620645,-2.166304446
Sr6La2V8O24,-3.492,-9.9292,0.391,0.43,27.13300524,-2.205225559
Sr7Mg1V8O24,-2.575,-6.8611,0.762,0.802,71.09076358,-2.069399127
Sr6Mg2V8O24,-2.516,-6.6637,0.804,0.844,118.9471195,-2.01866992
Sr4Mg4V8O24,-2.966,-8.1693,0.679,0.719,283.0931277,-1.808367507
Sr7Nd1V8O24,-3.085,-8.5675,0.319,0.359,22.37923032,-2.158191981
Sr6Nd2V8O24,-3.162,-8.8251,0.319,0.358,25.29305299,-2.192486628
Sr4Nd4V8O24,-3.69,-10.5917,0.432,0.471,87.12994833,-2.205066673
Sr7Pr1V8O24,-3.231,-9.056,0.2,0.24,15.12993484,-2.154864205
Sr6Pr2V8O24,-3.061,-8.4872,0.438,0.478,4.457962022,-2.192167576
Sr7Sm1V8O24,-3.095,-8.601,0.279,0.319,20.06194164,-2.157813661
Sr6Sm2V8O24,-3.115,-8.6679,0.359,0.399,19.16672562,-2.193221738
Sr4Sm4V8O24,-3.782,-10.8995,0.392,0.431,95.30504358,-2.186109143
Sr7Y1V8O24,-3.037,-8.4069,0.439,0.479,31.31275089,-2.155986127
Sr6Y2V8O24,-3.131,-8.7214,0.319,0.358,37.32259412,-2.193912421
Sr8Al1V7O24,-2.696,-7.266,0.608,0.649,38.63286983,-2.169231706
Sr8Al2V6O24,-2.633,-7.0552,0.448,0.489,59.74133201,-2.212625078
Sr8Al4V4O24,-2.207,-5.6299,1.144,1.185,95.04900638,-2.306321073
Sr8V7Co1O24,-2.489,-6.5734,0.767,0.807,72.94226156,-2.045777361
Sr8V6Co2O24,-2.838,-7.7411,0.324,0.405,109.5829639,-1.951703637
Sr8V4Co4O24,-1.967,-4.8269,0.326,0.367,113.170481,-1.743271941
Sr8V7Cr1O24,-2.819,-7.6775,0.445,0.485,39.79880187,-2.096981993
Sr8V6Cr2O24,-2.796,-7.6006,0.405,0.445,59.14294608,-2.071055903
Sr8V4Cr4O24,-2.15,-5.4392,1.016,1.057,95.6649845,-2.021369972
Sr8V7Cu1O24,-2.652,-7.1188,0,0,112.9491065,-2.004364566
Sr8V6Cu2O24,-2.57,-6.8444,0,0,165.7330786,-1.874543548
Sr8V4Cu4O24,-1.735,-4.0507,0,1.124,198.6650469,-1.565367263
Sr8V7Fe1O24,-2.675,-7.1957,0.487,0.527,50.44715644,-2.069896396
Sr8V6Fe2O24,-2.499,-6.6069,0.407,0.488,71.47961918,-2.015637958
Sr8V4Fe4O24,-1.882,-4.5425,0.939,0.979,72.67526425,-1.909523083
Sr8V7Ga1O24,-2.7,-7.2794,0.365,0.405,49.79361192,-2.087164638
Sr8V6Ga2O24,-2.48,-6.5433,0.569,0.61,78.46706618,-2.052086692
Sr8V4Ga4O24,-1.857,-4.4589,1.348,1.388,134.2448986,-1.97973105
Sr8V7Ge1O24,-2.837,-7.7377,0.645,0.645,40.68907009,-2.08674897
Sr8V6Ge2O24,-2.449,-6.4396,1.008,1.049,61.69987974,-2.047173855
Sr8V4Ge4O24,-2.433,-6.386,1.097,1.138,98.84644072,-1.964979877
Sr8Hf1V7O24,-2.745,-7.4299,0.64,0.64,28.44172814,-2.22753551
Sr8Hf2V6O24,-2.655,-7.1288,0.64,0.681,35.28329862,-2.333308436
Sr8Hf4V4O24,-2.484,-6.5567,0.994,1.034,35.04593958,-2.558774788
Sr8V7Ir1O24,-3.206,-8.9723,0.242,0.282,105.8596975,-2.011453975
Sr8V6Ir2O24,-3.425,-9.7051,0.201,0.201,143.0754748,-1.895698866
Sr8V4Ir4O24,-3.717,-10.682,0.121,0.161,140.7374649,-1.648745149
Sr8Mg1V7O24,-2.591,-6.9147,0.485,0.526,52.87341873,-2.135561249
Sr8Mg2V6O24,-2.367,-6.1652,0.487,0.528,93.81143469,-2.132688414
Sr8Mg4V4O24,-1.343,-2.7391,0,1.741,140.4888354,-2.033689494
Sr8Mn1V7O24,-2.755,-7.4634,0,0.121,63.58646298,-2.072598621
Sr8Mn2V6O24,-2.583,-6.8879,0,0.122,99.86697643,-2.020116658
Sr8Mn4V4O24,-2.417,-6.3325,0,0.244,107.8600264,-1.915285983
Sr8V7Mo1O24,-3.291,-9.2567,0,0,111.3695513,-2.008506923
Sr8V6Mo2O24,-3.362,-9.4943,0.12,0.16,192.0092834,-1.890437512
Sr8V4Mo4O24,-3.441,-9.7586,0.55,0.589,341.670362,-1.664533441
Sr8Nb1V7O24,-3.312,-9.327,0.12,0.16,10.43143757,-2.178582828
Sr8Nb2V6O24,-3.13,-8.7181,0.358,0.438,0,-2.235552822
Sr8Nb4V4O24,-3.149,-8.7816,0.861,0.939,0,-2.348045811
Sr8V7Ni1O24,-2.475,-6.5266,0.646,0.687,109.9729525,-2.00734072
Sr8V6Ni2O24,-2.312,-5.9812,0.851,0.892,143.739984,-1.894530856
Sr8V4Ni4O24,-1.577,-3.522,0,1.469,161.9662684,-1.584938629
Sr8V7Os1O24,-3.108,-8.6444,0,0.12,87.08840286,-2.03022527
Sr8V6Os2O24,-3.463,-9.8322,0,0,101.0206738,-1.941619705
Sr8V4Os4O24,-3.649,-10.4545,0,0,94.3179777,-1.740465827
Sr8V7Pd1O24,-2.851,-7.7846,0,0,132.0199815,-1.985293691
Sr8V6Pd2O24,-2.745,-7.4299,0,0,182.4171596,-1.849241798
Sr8V4Pd4O24,-2.856,-7.8013,0,1.17,179.3695136,-1.574730513
Sr8V7Pt1O24,-2.797,-7.6039,0.238,0.318,129.1676285,-1.988146044
Sr8V6Pt2O24,-2.94,-8.0824,0.16,0.2,178.9445591,-1.849638504
Sr8V4Pt4O24,-3.621,-10.3608,0,0.321,182.44993,-1.549377425
Sr8V7Re1O24,-3.318,-9.3471,0,0.12,38.74966816,-2.079658404
Sr8V6Re2O24,-3.561,-10.1601,0,0,38.13605333,-2.029626725
Sr8V4Re4O24,-4.265,-12.5155,0,0,35.07038698,-1.929821616
Sr8V7Rh1O24,-2.953,-8.1258,0.364,0.404,95.53083323,-2.021782839
Sr8V6Rh2O24,-2.985,-8.2329,0.161,0.202,123.6897103,-1.914913845
Sr8V4Rh4O24,-3.176,-8.872,0.161,0.202,110.1102234,-1.694148606
Sr8V7Ru1O24,-2.83,-7.7143,0,0,84.58123286,-2.03273244
Sr8V6Ru2O24,-3.066,-8.5039,0,0,97.25569603,-1.949529545
Sr8V4Ru4O24,-3.361,-9.4909,0,0,90.435045,-1.756698507
Sr8Sc1V7O24,-3.535,-10.0731,0,0,0,-2.711479074
Sr8Sc2V6O24,-3.455,-9.8054,0,0,0,-2.717290564
Sr8Sc4V4O24,-1.919,-4.6663,1.034,1.074,0,-2.743883794
Sr8V7Si1O24,-2.976,-8.2028,0.524,0.564,62.09475103,-2.154584462
Sr8V6Si2O24,-2.649,-7.1087,0.97,1.011,98.25644159,-2.188123591
Sr8V4Si4O24,-2.739,-7.4098,0.939,0.979,155.9098643,-2.259024849
Sr8V7Sn1O24,-2.726,-7.3664,0.683,0.683,49.53238936,-2.070605489
Sr8V6Sn2O24,-2.766,-7.5002,0.563,0.603,66.26244234,-2.018798394
Sr8V4Sn4O24,-2.361,-6.1451,1.246,1.286,82.91347525,-1.930308205
Sr8Ta1V7O24,-3.289,-9.25,0.16,0.2,6.922396635,-2.208837001
Sr8Ta2V6O24,-3.404,-9.6348,0.16,0.2,0,-2.288548669
Sr8Ta4V4O24,-3.391,-9.5913,1.175,1.214,0,-2.464073004
Sr8Ti1V7O24,-3.645,-10.4411,0,0,0,-2.713829162
Sr8Ti2V6O24,-3.619,-10.3542,0,0,0,-2.719404741
Sr8Ti4V4O24,-3.726,-10.7122,0,0.432,0,-2.729514397
Sr8Y1V7O24,-2.672,-7.1857,0.482,0.523,64.14092369,-2.172679249
Sr8Y2V6O24,-2.379,-6.2054,0.761,0.801,93.84230286,-2.231961165
Sr8Y4V4O24,-1.723,-4.0105,1.395,1.435,112.1749515,-2.378804746
Sr8V7Zn1O24,-2.482,-6.55,0.768,0.809,71.88859602,-2.054355687
Sr8V6Zn2O24,-2.388,-6.2355,0.487,0.527,124.7593806,-1.97551779
Sr8V4Zn4O24,-1.463,-3.1406,0,1.625,198.1054359,-1.721685246
Sr8Zr1V7O24,-2.701,-7.2827,0.64,0.68,24.15276207,-2.212879884
Sr8Zr2V6O24,-2.641,-7.082,0.799,0.878,21.50586649,-2.309196684
Sr8Zr4V4O24,-2.471,-6.5132,0.953,0.993,4.755575327,-2.513286785
Sr8V8O24,-2.783,-7.5571,0.681,0.721,17.84640765,-2.125516334
Ba2Y6Co8O24,-2.139,-5.4024,0,0,113.4830544,-1.643965255
Ba4Y4Co8O24,-2.042,-5.0778,0,0,136.2529899,-1.467524611
Ca2Y6Co8O24,-2.228,-5.7001,0,0,62.32476733,-1.715660394
Ca4Y4Co8O24,-2.352,-6.115,0,0,93.79066576,-1.55106064
Dy2Y6Co8O24,-2.026,-5.0243,0,0,49.21928699,-1.867470116
Dy4Y4Co8O24,-2.072,-5.1782,0,0,56.33881581,-1.865791083
Gd2Y6Co8O24,-2.882,-7.8883,0,0,0,-2.266184887
Gd4Y4Co8O24,-3.07,-8.5173,0,0,0,-2.252124126
Y6Ho2Co8O24,-2.158,-5.4659,0,0,56.31928935,-1.862963437
Y4Ho4Co8O24,-2.094,-5.2518,0,0,59.2192098,-1.868227225
Nd2Y6Co8O24,-2.075,-5.1882,0,0,54.15149222,-1.833547606
Nd4Y4Co8O24,-2.046,-5.0912,0,0,45.40436553,-1.818874813
Sm2Y6Co8O24,-2.024,-5.0176,0,0,53.28563087,-1.844419716
Sm4Y4Co8O24,-2.067,-5.1615,0,0,49.47939284,-1.834812283
Sr2Y6Co8O24,-2.156,-5.4592,0,0,72.67252036,-1.691783311
Sr4Y4Co8O24,-2.218,-5.6667,0,0,100.4729218,-1.517319724
Y8Cr1Co7O24,-2.233,-5.7169,0,0,73.23476723,-1.900528531
Y8Cr2Co6O24,-2.562,-6.8176,0,0,62.44816555,-1.973959414
Y8Cr4Co4O24,-2.405,-6.2923,0.502,0.53,34.2214622,-2.127474679
Y8Fe1Co7O24,-1.857,-4.4589,0,0,160.3346325,-1.781029934
Y8Fe2Co6O24,-2.012,-4.9774,0,0,121.9748962,-1.849635219
Y8Fe4Co4O24,-2.232,-5.7135,0,0.393,28.36967345,-2.00373154
Y8Mg1Co7O24,-2.726,-7.3664,0,0,0,-2.314868037
Y8Mg2Co6O24,-2.529,-6.7072,0,0,0,-2.347250425
Y8Mg4Co4O24,-2.162,-5.4793,0,0.874,0,-2.410425702
Y8Mn1Co7O24,-2.114,-5.3187,0,0,74.35889627,-1.880785659
Y8Mn2Co6O24,-2.254,-5.7871,0.674,0.738,39.79517364,-1.95937492
Y8Mn4Co4O24,-2.134,-5.3856,1.149,1.181,0,-2.09844744
Y8Co7Ni1O24,-2.274,-5.854,0,0,51.91571301,-1.834175758
Y8Co6Ni2O24,-2.225,-5.6901,0.199,0.199,61.55780711,-1.799506117
Y8Co8O24,-2.359,-6.1384,0,0,48.77586891,-1.862343149
Ba2Y6Cr8O24,-1.981,-4.8737,0,1.793,101.755733,-2.163963566
