ID(Khazana),Material composition,CationA,CationB,Anion X,rMass,rIon,ToleranceFactor,class,total_number,atom_type,tool,potential,"Band Gap, HSE06 (eV)","Band Gap, GGA (eV)",dielectric_total,dielectric_electron,dielectric_ion,atomization_energy[eV/atom],total_energy[eV],cutoff_energy[eV],k-points,author,,,
2195,C3H10N1Ge1I3,C3H10N1,Ge1,I3,5.423,N17,3.509645297,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.41,2.53,7.8717,2.8956,4.9762,-4.846,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2196,C3H10N1Ge1I3,C3H10N1,Ge1,I3,2.067,N17,2.212896468,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.46,2.61,8.0208,2.9093,5.1115,-4.8438,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2197,C3H10N1Ge1I3,C3H10N1,Ge1,I3,4.127,N17,3.008874593,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,2.54,1.85,11.434,3.0293,8.4047,-4.8534,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2198,C4H12N1Ge1I3,C4H12N1,Ge1,I3,2.504,C1,1.879435729,Hybrid organic-inorganic perovskite,21,5,VASP,PAW,2.77,2.04,9.0061,3.0263,5.9798,-4.8618,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2199,C4H12N1Ge1I3,C4H12N1,Ge1,I3,2.502,C1,1.878662934,Hybrid organic-inorganic perovskite,21,5,VASP,PAW,2.76,1.99,6.9398,2.9102,4.0297,-4.7438,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2200,C4H12N1Ge1I3,C4H12N1,Ge1,I3,2.473,C1,1.867457417,Hybrid organic-inorganic perovskite,21,5,VASP,PAW,2.88,2.03,16.724,2.8457,13.8783,-4.7305,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2201,C4H12N1Ge1I3,C4H12N1,Ge1,I3,2.482,C1,1.870934992,Hybrid organic-inorganic perovskite,21,5,VASP,PAW,3.32,2.38,8.7408,2.7988,5.942,-4.7379,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2202,C3H10N1Ge1I3,C3H10N1,Ge1,I3,3.739,C3,2.356636207,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,2.72,1.86,8.0572,2.8051,5.2521,-4.7366,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2203,C3H10N1Ge1I3,C3H10N1,Ge1,I3,1.658,C3,1.552543741,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,2.62,1.89,7.1489,2.8092,4.3397,-4.7261,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2204,C3H10N1Ge1I3,C3H10N1,Ge1,I3,1.49,C1,1.487629021,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,2.45,1.7,14.9729,2.8563,12.1166,-4.7462,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2205,C3H10N1Ge1I3,C3H10N1,Ge1,I3,1.491,C1,1.488015418,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,2.47,1.74,7.5479,2.8523,4.6956,-4.7474,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2206,C3H10N1Ge1I3,C3H10N1,Ge1,I3,1.545,C1,1.508880864,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.27,2.45,5.9787,2.8977,3.081,-4.7425,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2207,C3H10N1Ge1I3,C3H10N1,Ge1,I3,2.979,C3,2.062974374,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.39,2.57,6.8405,2.8817,3.9588,-4.7463,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2208,C3H10N1Ge1I3,C3H10N1,Ge1,I3,2.913,N17,2.539788455,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.25,2.44,12.5336,3.0744,9.4592,-4.5125,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2209,C3H10N1Ge1I3,C3H10N1,Ge1,I3,1.497,C1,1.490333801,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.35,2.53,11.6509,3.0197,8.6313,-4.5271,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2210,C3H10N1Ge1I3,C3H10N1,Ge1,I3,2.994,C2,2.068770331,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.27,2.49,10.7748,3.0693,7.7055,-4.5883,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2211,C3H10N1Ge1I3,C3H10N1,Ge1,I3,1.488,C1,1.486856226,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.4,2.52,11.3348,3.0054,8.3295,-4.5903,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2212,C2H8N1Ge1I3,C2H8N1,Ge1,I3,1.295,C12,1.412281577,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,2.55,1.89,15.6105,3.265,12.3455,-4.5858,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2213,C2H8N1Ge1I3,C2H8N1,Ge1,I3,1.295,C12,1.412281577,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,2.56,1.9,12.2679,3.1111,9.1568,-4.6052,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2214,C2H8N1Ge1I3,C2H8N1,Ge1,I3,1.294,C12,1.411895179,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,2.57,1.92,10.1247,3.1122,7.0125,-4.6043,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2215,C2H8N1Ge1I3,C2H8N1,Ge1,I3,1.293,C13,1.411508782,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,2.22,1.48,11.4975,3.0603,8.4372,-4.5989,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2216,C2H8N1Ge1I3,C2H8N1,Ge1,I3,1.301,C12,1.41459996,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,3.14,2.23,12.8931,3.0842,9.8089,-4.607,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2217,C2H8N1Ge1I3,C2H8N1,Ge1,I3,1.297,C12,1.413054371,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,3.19,2.32,9.5896,3.0718,6.5178,-4.5944,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2218,C2H8N1Ge1I3,C2H8N1,Ge1,I3,2.406,C13,1.841568808,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,3.34,2.52,4.9191,2.7686,2.1505,-4.7783,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2219,C2H8N1Ge1I3,C2H8N1,Ge1,I3,1.299,C12,1.413827165,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,3.21,2.39,9.0282,3.1535,5.8747,-4.8398,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2220,C2H7N2Ge1I3,C2H7N2,Ge1,I3,1.467,C1,1.478741886,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,2.44,1.78,10.0179,3.1673,6.8506,-4.9932,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2221,C2H7N2Ge1I3,C2H7N2,Ge1,I3,1.467,C1,1.478741886,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,2.47,1.81,12.8298,3.108,9.7217,-4.4908,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2222,C2H7N2Ge1I3,C2H7N2,Ge1,I3,1.465,C1,1.477969092,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,2.31,1.7,12.0588,3.1649,8.8938,-4.4914,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2223,C2H7N2Ge1I3,C2H7N2,Ge1,I3,1.519,C1,1.498834538,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,3.14,2.35,9.6818,2.9191,6.7628,-4.5202,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2224,C2H7N2Ge1I3,C2H7N2,Ge1,I3,1.443,C1,1.469468355,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,3.17,2.37,12.7748,2.988,9.7868,-4.4854,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2225,C2H7N2Ge1I3,C2H7N2,Ge1,I3,1.573,C1,1.519699984,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,3.38,2.59,11.5998,3.0592,8.5406,-4.4792,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2226,C1H6N1Ge1I3,C1H6N1,Ge1,I3,0.81,C10,1.22487896,Hybrid organic-inorganic perovskite,12,5,VASP,PAW,1.97,1.4,10.1357,2.9636,7.1721,-4.5046,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2227,C1H6N1Ge1I3,C1H6N1,Ge1,I3,0.81,C10,1.22487896,Hybrid organic-inorganic perovskite,12,5,VASP,PAW,2.03,1.5,10.5747,3.1249,7.4497,-4.505,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2228,C1H6N1Ge1I3,C1H6N1,Ge1,I3,2.186,C10,1.756561436,Hybrid organic-inorganic perovskite,12,5,VASP,PAW,2.97,2.15,10.4642,3.1482,7.3161,-5.0928,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2229,C1H6N1Ge1I3,C1H6N1,Ge1,I3,0.808,C10,1.224106165,Hybrid organic-inorganic perovskite,12,5,VASP,PAW,3.01,2.24,10.8283,3.1483,7.6799,-5.0966,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2230,C1H6N1Ge1I3,C1H6N1,Ge1,I3,0.809,C10,1.224492563,Hybrid organic-inorganic perovskite,12,5,VASP,PAW,2.8,2.13,9.394,2.8749,6.5191,-4.6374,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2231,C1H6N1Ge1I3,C1H6N1,Ge1,I3,1.091,C10,1.333456558,Hybrid organic-inorganic perovskite,12,5,VASP,PAW,2.89,2.13,10.7422,2.9908,7.7514,-4.6458,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2232,C1H6N3Ge1I3,C1H6N3,Ge1,I3,1.34,N11,1.931985741,Hybrid organic-inorganic perovskite,14,5,VASP,PAW,2.23,1.6,10.5373,2.9574,7.5799,-4.6314,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2233,C1H6N3Ge1I3,C1H6N3,Ge1,I3,1.341,N12,1.932372138,Hybrid organic-inorganic perovskite,14,5,VASP,PAW,2.27,1.66,10.4082,3.0471,7.3612,-4.6283,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2234,C1H6N3Ge1I3,C1H6N3,Ge1,I3,2.917,N12,2.541334044,Hybrid organic-inorganic perovskite,14,5,VASP,PAW,2.85,2.12,8.3955,2.9896,5.4059,-4.6593,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2235,H4N1O1Ge3I,H4N1O1,Ge3,I1,0.065,N9,1.439329377,Hybrid organic-inorganic perovskite,9,5,VASP,PAW,2.11,1.6,8.6692,3.0068,5.6624,-4.6556,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2236,H4N1O1Ge3I,H4N1O1,Ge3,I1,0.282,N9,1.523177558,Hybrid organic-inorganic perovskite,9,5,VASP,PAW,2.55,1.88,8.5617,2.9799,5.5817,-5.0265,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2237,H4N1O1Ge3I,H4N1O1,Ge3,I1,0.233,N9,1.504244098,Hybrid organic-inorganic perovskite,9,5,VASP,PAW,2.56,1.91,8.0504,3.0075,5.0429,-5.0274,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2238,H4N1O1Ge3I,H4N1O1,Ge3,I1,0.754,N9,1.705557012,Hybrid organic-inorganic perovskite,9,5,VASP,PAW,2.47,1.79,10.4966,3.1488,7.3478,-5.0154,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2239,H4N1O1Ge3I,H4N1O1,Ge3,I1,0.483,N9,1.600843385,Hybrid organic-inorganic perovskite,9,5,VASP,PAW,2.91,2.17,9.8,3.1309,6.6691,-5.0151,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2240,H4N1O1Ge3I,H4N1O1,Ge3,I1,0.537,N9,1.621708831,Hybrid organic-inorganic perovskite,9,5,VASP,PAW,3.02,2.28,10.0194,3.131,6.8885,-5.0153,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2241,H4N1O1Ge3I,H4N1O1,Ge3,I1,0.064,N9,1.43894298,Hybrid organic-inorganic perovskite,9,5,VASP,PAW,2.92,2.09,9.1292,2.9525,6.1767,-4.6998,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2242,C1H5N2Ge1I3,C1H5N2,Ge1,I3,3.177,N6,2.641797302,Hybrid organic-inorganic perovskite,12,5,VASP,PAW,1.97,1.42,8.6604,2.9154,5.745,-4.7039,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2243,C1H5N2Ge1I3,C1H5N2,Ge1,I3,3.126,N6,2.622091048,Hybrid organic-inorganic perovskite,12,5,VASP,PAW,2.03,1.46,9.4206,3.002,6.4186,-4.7049,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2244,C1H5N2Ge1I3,C1H5N2,Ge1,I3,3.953,C12,2.439325197,Hybrid organic-inorganic perovskite,12,5,VASP,PAW,3.43,2.54,10.3066,3.0189,7.2876,-4.7057,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2245,C4H12N1Ge1I3,C4H12N1,Ge1,I3,1.523,C1,1.500380126,Hybrid organic-inorganic perovskite,21,5,VASP,PAW,2.62,1.93,9.1879,2.9502,6.2377,-4.7069,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2246,C4H12N1Ge1I3,C4H12N1,Ge1,I3,1.523,C3,1.500380126,Hybrid organic-inorganic perovskite,21,5,VASP,PAW,3.38,2.52,8.4997,2.8704,5.6293,-4.7634,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2247,H5N2Ge1I3,H5N2,Ge1,I3,0.779,N10,1.715216941,Hybrid organic-inorganic perovskite,11,4,VASP,PAW,1.88,1.37,11.3137,2.9808,8.3329,-4.7732,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2248,H5N2Ge1I3,H5N2,Ge1,I3,0.8,N11,1.723331281,Hybrid organic-inorganic perovskite,11,4,VASP,PAW,2.52,1.82,8.0765,2.8399,5.2366,-4.776,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2249,H5N2Ge1I3,H5N2,Ge1,I3,2.967,N10,2.560653901,Hybrid organic-inorganic perovskite,11,4,VASP,PAW,1.92,1.47,6.9384,2.775,4.1634,-4.7847,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2250,H5N2Ge1I3,H5N2,Ge1,I3,0.779,N10,1.715216941,Hybrid organic-inorganic perovskite,11,4,VASP,PAW,2.73,1.99,6.3557,2.7854,3.5703,-4.7631,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2251,H5N2Ge1I3,H5N2,Ge1,I3,0.868,N10,1.749606287,Hybrid organic-inorganic perovskite,11,4,VASP,PAW,3.11,2.25,8.7017,2.8114,5.8903,-4.7728,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2252,H5N2Ge1I3,H5N2,Ge1,I3,0.816,N10,1.729513635,Hybrid organic-inorganic perovskite,11,4,VASP,PAW,3.21,2.26,12.7478,2.9907,9.757,-4.7756,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2253,H5N2Ge1I3,H5N2,Ge1,I3,0.779,N10,1.715216941,Hybrid organic-inorganic perovskite,11,4,VASP,PAW,2.72,1.93,8.9271,2.9039,6.0232,-4.7883,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2254,H5N2Ge1I3,H5N2,Ge1,I3,0.78,N10,1.715603338,Hybrid organic-inorganic perovskite,11,4,VASP,PAW,2.59,1.91,6.7255,2.8759,3.8496,-4.7912,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2255,H5N2Ge1I3,H5N2,Ge1,I3,0.776,N10,1.714057749,Hybrid organic-inorganic perovskite,11,4,VASP,PAW,3.28,2.35,6.5037,2.9795,3.5242,-4.7756,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2256,H5N2Ge1I3,H5N2,Ge1,I3,0.78,N10,1.715603338,Hybrid organic-inorganic perovskite,11,4,VASP,PAW,2.68,1.88,6.8958,2.9395,3.9563,-4.7812,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2257,H5N2Ge1I3,H5N2,Ge1,I3,1.683,N10,2.064519963,Hybrid organic-inorganic perovskite,11,4,VASP,PAW,2.63,1.9,10.002,2.867,7.135,-4.7986,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2258,H4N1Ge1I3,H4N1,Ge1,I3,0.003,N5,1.415372754,Hybrid organic-inorganic perovskite,9,4,VASP,PAW,3.07,2.3,5.8944,2.7405,3.1538,-4.817,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2259,H4N1Ge1I3,H4N1,Ge1,I3,0.001,N5,1.41459996,Hybrid organic-inorganic perovskite,9,4,VASP,PAW,2.59,2,5.4209,2.7982,2.6227,-4.816,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2260,H4N1Ge1I3,H4N1,Ge1,I3,0.002,N5,1.414986357,Hybrid organic-inorganic perovskite,9,4,VASP,PAW,3.09,2.33,7.5126,2.9366,4.576,-4.7612,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2261,C3H10N1Ge1I3,C3H10N1,Ge1,I3,1.457,C1,1.474877915,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,2.54,1.83,7.6778,2.9352,4.7427,-4.7611,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2262,C3H10N1Ge1I3,C3H10N1,Ge1,I3,1.454,C1,1.473718723,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,2.54,1.81,7.5504,2.9602,4.5902,-4.758,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2263,C3H10N1Ge1I3,C3H10N1,Ge1,I3,1.449,C3,1.471786737,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,2.83,1.93,7.2114,2.9049,4.3065,-4.7918,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2264,C3H10N1Ge1I3,C3H10N1,Ge1,I3,1.448,C2,1.47140034,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,2.56,1.67,9.7392,2.9105,6.8287,-4.7834,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2265,C3H10N1Ge1I3,C3H10N1,Ge1,I3,1.451,C2,1.472559532,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.19,2.36,9.5093,2.9849,6.5243,-4.7676,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2266,C3H10N1Ge1I3,C3H10N1,Ge1,I3,1.457,C1,1.474877915,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.28,2.36,6.6226,2.9429,3.6797,-4.7754,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2267,C3H10N1Ge1I3,C3H10N1,Ge1,I3,1.458,C1,1.475264312,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.36,2.46,6.6484,2.9126,3.7359,-4.7699,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2268,C3H10N1Ge1I3,C3H10N1,Ge1,I3,1.457,C1,1.474877915,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.19,2.26,7.2524,2.872,4.3804,-4.7856,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2269,C3H10N1Ge1I3,C3H10N1,Ge1,I3,1.555,C2,1.512744835,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.39,2.54,7.5931,2.85,4.7431,-4.7881,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2270,C3H8N1Ge1I3,C3H8N1,Ge1,I3,1.141,C14,1.352776416,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,2.23,1.63,5.8596,2.7622,3.0974,-4.7843,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2271,C3H8N1Ge1I3,C3H8N1,Ge1,I3,1.138,C14,1.351617224,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,2.32,1.69,17.0596,2.9003,14.1593,-4.716,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2272,C3H8N1Ge1I3,C3H8N1,Ge1,I3,1.138,C14,1.351617224,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,2.28,1.67,9.4144,2.9787,6.4357,-4.7284,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2273,C3H8N1Ge1I3,C3H8N1,Ge1,I3,1.138,C14,1.351617224,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,2.09,1.45,10.2389,2.9876,7.2513,-4.7258,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2274,C3H8N1Ge1I3,C3H8N1,Ge1,I3,1.228,C13,1.386392968,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,3.05,2.09,9.0898,2.9368,6.153,-4.733,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2275,C3H8N1Ge1I3,C3H8N1,Ge1,I3,1.172,C13,1.364754727,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,3.06,2.14,9.3512,2.9912,6.36,-4.7212,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2276,C3H8N1Ge1I3,C3H8N1,Ge1,I3,2.753,C13,1.975648619,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,2.98,2.09,9.8709,2.9359,6.935,-4.7227,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2277,C3H8N1Ge1I3,C3H8N1,Ge1,I3,1.17,C14,1.363981933,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,3.11,2.26,8.3453,2.9469,5.3984,-4.7276,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2278,C3H8N1Ge1I3,C3H8N1,Ge1,I3,2.427,C14,1.849683148,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,3.35,2.52,7.8569,2.8387,5.0182,-4.7308,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2279,C3H8N1Ge1I3,C3H8N1,Ge1,I3,2.387,C14,1.834227262,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,3.21,2.39,8.1329,2.902,5.2309,-4.7343,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2280,C3H8N1Ge1I3,C3H8N1,Ge1,I3,2.224,C14,1.771244527,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,3.31,2.46,7.7855,2.9012,4.8844,-4.7203,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2281,C3H8N1Ge1I3,C3H8N1,Ge1,I3,1.15,C14,1.35625399,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,2.98,2.22,8.6736,3.0331,5.6405,-4.7267,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2282,C3H8N1Ge1I3,C3H8N1,Ge1,I3,3.473,N16,2.756170858,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,3.09,2.27,9.5289,3.0114,6.5174,-4.7318,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2283,C3H8N1Ge1I3,C3H8N1,Ge1,I3,4.677,C14,2.719076732,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,3.2,2.4,14.2993,4.5954,9.7039,-4.7706,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2284,C3H8N1Ge1I3,C3H8N1,Ge1,I3,2.066,C14,1.710193778,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,3.21,2.32,11.822,4.4585,7.3636,-4.7658,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2285,C3H5N2Ge1I3,C3H5N2,Ge1,I3,1.246,C10,1.393348116,Hybrid organic-inorganic perovskite,14,5,VASP,PAW,2.33,1.74,12.7799,4.6234,8.1565,-4.7694,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2286,C3H5N2Ge1I3,C3H5N2,Ge1,I3,1.239,C10,1.390643336,Hybrid organic-inorganic perovskite,14,5,VASP,PAW,2.4,1.8,13.0317,4.6516,8.3801,-4.77,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2287,C3H5N2Ge1I3,C3H5N2,Ge1,I3,1.196,C9,1.374028259,Hybrid organic-inorganic perovskite,14,5,VASP,PAW,2.47,1.82,12.0223,4.5656,7.4567,-4.7687,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2288,C3H5N2Ge1I3,C3H5N2,Ge1,I3,1.197,C9,1.374414656,Hybrid organic-inorganic perovskite,14,5,VASP,PAW,3.21,2.35,12.3415,5.072,7.2695,-4.7698,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2289,C3H5N2Ge1I3,C3H5N2,Ge1,I3,2.504,C9,1.879435729,Hybrid organic-inorganic perovskite,14,5,VASP,PAW,3.1,2.27,13.0309,5.0937,7.9372,-4.7695,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2290,C3H5N2Ge1I3,C3H5N2,Ge1,I3,1.197,C9,1.374414656,Hybrid organic-inorganic perovskite,14,5,VASP,PAW,3.22,2.4,14.2428,5.1332,9.1096,-4.7688,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2291,C3H5N2Ge1I3,C3H5N2,Ge1,I3,2.394,C9,1.836932042,Hybrid organic-inorganic perovskite,14,5,VASP,PAW,3,2.2,13.5457,5.1382,8.4075,-4.7687,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2292,C3H5N2Ge1I3,C3H5N2,Ge1,I3,1.197,C9,1.374414656,Hybrid organic-inorganic perovskite,14,5,VASP,PAW,3.18,2.38,10.6838,4.2286,6.4553,-4.3147,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2293,C2H8N1Sn1F3,C2H8N1,Sn1,F3,1.303,C2,1.06618899,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,5.01,3.92,11.0071,4.24,6.7672,-4.3192,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2294,C2H8N1Sn1F3,C2H8N1,Sn1,F3,1.313,C2,1.070068863,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,4.87,3.75,16.1218,4.6892,11.4325,-4.3235,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2295,C2H8N1Sn1F3,C2H8N1,Sn1,F3,1.351,C2,1.084812379,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,4.86,3.78,13.6051,4.6802,8.9249,-4.3221,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2296,C2H8N1Sn1F3,C2H8N1,Sn1,F3,1.327,C2,1.075500684,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,5.04,3.9,21.5439,4.3536,17.1903,-4.3239,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
